product_id,product_name,category,subcategory,price,cost,supplier,lead_time_days,weight_kg,shelf_life_days,min_order_quantity,warehouse_location,margin_percent,base_demand,seasonality_strength,trend_coefficient,promotion_sensitivity,day_of_week_pattern
SKU_0015,Product 15,Sports,Subcategory 3,165.55,83.73,Supplier_7,3,5.52,60.0,1,WH_D,49.42,72,0.5950489797004206,0.00036095933011058307,2.968194927144147,uniform
SKU_0016,Product 16,Home & Garden,Subcategory 3,211.62,98.54,Supplier_5,3,2.49,90.0,10,WH_B,53.44,191,0.33927124589619095,0.00037885040283554706,2.791558160636705,weekday_high
SKU_0017,Product 17,Beauty,Subcategory 1,204.9,100.45,Supplier_17,28,19.25,365.0,5,WH_C,50.98,64,0.5694435177635003,0.0005319838765168808,2.2814372035959565,weekend_high
SKU_0018,Product 18,Electronics,Subcategory 1,137.06,64.67,Supplier_2,4,8.28,180.0,1,WH_A,52.82,124,0.887460482513503,0.0012623138742223826,2.8267031409154866,weekday_high
SKU_0019,Product 19,Clothing,Subcategory 5,247.28,152.93,Supplier_6,25,13.48,60.0,10,WH_A,38.16,177,0.5567215847833661,0.0009957151456703867,2.980532837664046,uniform
SKU_0020,Product 20,Beauty,Subcategory 5,317.99,175.68,Supplier_6,24,10.76,,1,WH_D,44.75,152,0.7208130963105066,0.0006492037819028277,2.5380350812085233,uniform
SKU_0021,Product 21,Home & Garden,Subcategory 4,166.35,71.34,Supplier_4,21,14.25,60.0,20,WH_D,57.11,158,0.8053149673579051,-0.0003101664740759448,1.3169755370692091,weekday_high
SKU_0022,Product 22,Automotive,Subcategory 1,201.8,87.59,Supplier_7,20,16.77,60.0,20,WH_A,56.6,184,0.9887287819554428,-0.0003055866398026073,1.9228444255658774,weekend_high
SKU_0023,Product 23,Food & Beverage,Subcategory 2,132.68,62.7,Supplier_16,28,19.65,90.0,20,WH_A,52.74,62,0.6031974021769796,-0.0004941515234355544,2.708086323509842,weekend_high
SKU_0024,Product 24,Books,Subcategory 5,441.9,230.39,Supplier_9,11,7.05,60.0,20,WH_D,47.86,146,0.806850148962586,0.001919248470517716,1.615024552449034,weekday_high
SKU_0025,Product 25,Electronics,Subcategory 4,46.65,20.08,Supplier_8,6,17.98,90.0,10,WH_D,56.96,189,0.9626493185548747,-0.00048686545360403775,2.695156531951124,weekday_high
SKU_0026,Product 26,Home & Garden,Subcategory 1,7.51,3.4,Supplier_14,20,9.76,60.0,50,WH_A,54.73,66,0.9444097255772734,-0.00024226563496563782,1.4166097716629926,uniform
SKU_0027,Product 27,Sports,Subcategory 1,249.48,142.33,Supplier_16,22,7.39,60.0,1,WH_D,42.95,126,0.14108184877771357,0.0002864913920235273,1.2845016428660634,weekend_high
SKU_0028,Product 28,Home & Garden,Subcategory 5,245.94,147.73,Supplier_8,29,8.74,180.0,1,WH_D,39.93,163,0.406392308273522,0.0015185756295419029,1.891363100684249,weekday_high
SKU_0029,Product 29,Electronics,Subcategory 5,118.94,81.13,Supplier_16,21,11.48,,1,WH_D,31.79,178,0.3239900611067996,0.001905246964410294,1.2661174873679044,weekend_high
SKU_0030,Product 30,Books,Subcategory 3,375.12,258.49,Supplier_5,26,6.68,365.0,50,WH_C,31.09,44,0.08692501495034932,0.00147503389697964,2.9230864733699864,weekday_high
SKU_0031,Product 31,Electronics,Subcategory 4,150.75,98.48,Supplier_1,5,3.47,,5,WH_C,34.67,72,0.6332407749109605,0.0012264005811141014,2.6871702524291385,weekday_high
SKU_0032,Product 32,Home & Garden,Subcategory 2,309.43,188.48,Supplier_2,29,5.98,30.0,1,WH_D,39.09,34,0.7359046131960023,0.0008032516685339236,2.641385436833775,weekend_high
SKU_0033,Product 33,Toys,Subcategory 5,151.77,60.94,Supplier_3,20,17.35,180.0,20,WH_B,59.85,99,0.8481280954668835,-0.000283236970344541,2.3336002613930757,weekday_high
SKU_0034,Product 34,Sports,Subcategory 5,101.17,41.31,Supplier_8,16,15.94,90.0,10,WH_C,59.17,84,0.1227768896627085,0.001895426982509826,1.5893832414657962,weekday_high
SKU_0035,Product 35,Clothing,Subcategory 2,222.04,128.17,Supplier_19,27,3.19,365.0,50,WH_B,42.28,47,0.8764440758752938,0.0013959810348642037,2.1328686600175057,uniform
SKU_0036,Product 36,Toys,Subcategory 1,23.49,15.23,Supplier_6,17,7.27,90.0,50,WH_A,35.16,139,0.6429255636142532,0.0010973734633356546,2.275093330374614,weekday_high
SKU_0037,Product 37,Books,Subcategory 4,421.8,234.05,Supplier_20,17,14.02,90.0,50,WH_B,44.51,144,0.7039461351385095,0.0013975896138471247,2.1450567015484827,weekday_high
SKU_0038,Product 38,Home & Garden,Subcategory 1,202.42,85.88,Supplier_19,28,1.66,180.0,5,WH_A,57.57,171,0.9106240035403039,0.0013102583231828465,1.668420062312749,weekday_high
SKU_0039,Product 39,Automotive,Subcategory 4,207.43,141.13,Supplier_1,17,5.08,365.0,1,WH_D,31.96,100,0.6247612710432511,0.0010930789494737172,2.1274462637665064,uniform
SKU_0040,Product 40,Electronics,Subcategory 5,370.26,187.64,Supplier_5,24,14.63,60.0,20,WH_B,49.32,26,0.3358658571498351,0.0019514420004499706,2.0841354135635277,weekend_high
SKU_0041,Product 41,Books,Subcategory 1,174.23,94.48,Supplier_5,17,0.91,365.0,20,WH_A,45.77,137,0.8251073314226598,0.0017584095315900626,2.993404396452104,uniform
SKU_0042,Product 42,Office Supplies,Subcategory 2,248.35,102.92,Supplier_7,6,3.55,365.0,50,WH_C,58.56,180,0.3630592121950905,0.0011166622977929084,2.815385066483167,uniform
SKU_0043,Product 43,Toys,Subcategory 5,443.91,265.28,Supplier_20,12,12.55,30.0,1,WH_D,40.24,196,0.03422811082052912,0.0012329380286423119,2.0340853467881157,weekend_high
SKU_0044,Product 44,Sports,Subcategory 2,18.12,9.74,Supplier_20,26,13.58,60.0,20,WH_A,46.25,117,0.8306545065652498,-0.000371010483353225,2.3212872892832137,uniform
SKU_0045,Product 45,Home & Garden,Subcategory 3,471.03,227.13,Supplier_3,3,19.23,30.0,10,WH_D,51.78,188,0.3451921448812756,0.001174793661375098,2.5461688873660115,weekend_high
SKU_0046,Product 46,Clothing,Subcategory 5,51.75,21.06,Supplier_3,25,1.52,180.0,5,WH_B,59.3,191,0.7738345232013403,-0.00038958640572474957,1.2627572884208849,uniform
SKU_0047,Product 47,Clothing,Subcategory 3,144.52,59.51,Supplier_4,28,13.97,180.0,10,WH_A,58.82,161,0.36275789466594544,0.0009706593924248277,2.810858594210112,weekend_high
SKU_0048,Product 48,Automotive,Subcategory 5,483.95,253.49,Supplier_4,12,8.53,60.0,1,WH_C,47.62,34,0.8610680199747216,0.0019983837489145873,2.748228269552263,weekday_high
SKU_0049,Product 49,Clothing,Subcategory 1,389.32,167.77,Supplier_5,14,8.64,180.0,1,WH_C,56.91,189,0.2195105250809587,0.0008895164535929491,2.023377775992673,uniform
SKU_0050,Product 50,Electronics,Subcategory 1,255.1,106.13,Supplier_16,27,6.47,60.0,10,WH_A,58.4,97,0.9745472651988699,0.0006830252952033334,1.9041055789446837,uniform
SKU_0051,Product 51,Automotive,Subcategory 3,50.19,29.59,Supplier_7,16,13.57,90.0,10,WH_B,41.04,170,0.7797587747880308,0.00028213714126396885,1.6913268747413668,uniform
SKU_0052,Product 52,Books,Subcategory 5,150.14,64.16,Supplier_20,29,4.33,180.0,1,WH_C,57.27,186,0.11423792592039683,-0.0001986935530338389,2.058018290994663,uniform
SKU_0053,Product 53,Office Supplies,Subcategory 2,33.49,23.13,Supplier_5,5,17.77,60.0,10,WH_B,30.93,38,0.5657766199665605,0.001327559178645704,1.2798779943598262,weekday_high
SKU_0054,Product 54,Automotive,Subcategory 2,419.3,271.1,Supplier_17,8,1.77,180.0,5,WH_A,35.34,72,0.9853673122417347,-1.850243053592391e-05,2.733948360024614,uniform
SKU_0055,Product 55,Office Supplies,Subcategory 2,45.27,29.15,Supplier_5,8,19.73,180.0,1,WH_B,35.61,159,0.4710654526938144,-0.00021179494688178908,1.263760263153381,weekday_high
SKU_0056,Product 56,Food & Beverage,Subcategory 1,297.98,169.11,Supplier_4,8,14.19,60.0,50,WH_D,43.25,163,0.18210713882158325,0.0005544066493262812,1.7922924576657677,weekday_high
SKU_0057,Product 57,Office Supplies,Subcategory 2,168.48,73.4,Supplier_3,15,0.33,90.0,5,WH_D,56.43,165,0.48477836715034617,0.0014883545948977434,2.8768610789741818,weekday_high
SKU_0058,Product 58,Automotive,Subcategory 1,342.11,219.17,Supplier_17,27,17.39,365.0,50,WH_B,35.94,123,0.5124576558819216,0.001362661370300551,2.523382778142215,weekday_high
SKU_0059,Product 59,Books,Subcategory 5,496.52,223.37,Supplier_5,6,11.12,90.0,1,WH_B,55.01,58,0.7416869442286655,-0.0003627934633838127,1.7065037290395482,weekend_high
SKU_0060,Product 60,Electronics,Subcategory 1,315.64,216.25,Supplier_3,18,14.77,60.0,20,WH_B,31.49,90,0.6988458531609044,0.0006378592125903903,1.6547683691295931,weekend_high
SKU_0061,Product 61,Beauty,Subcategory 4,57.84,33.26,Supplier_8,28,3.84,30.0,5,WH_D,42.5,93,0.40255004359698054,0.0008060864401779225,1.2091478516724468,uniform
SKU_0062,Product 62,Books,Subcategory 1,133.68,64.34,Supplier_17,11,6.26,90.0,50,WH_D,51.87,114,0.2180231074940865,0.0011113666265645554,2.45228572712955,weekend_high
SKU_0063,Product 63,Home & Garden,Subcategory 5,470.56,311.98,Supplier_19,7,12.31,30.0,5,WH_D,33.7,186,0.6450541677693294,0.0011254183761080705,1.2878104470117115,weekend_high
SKU_0064,Product 64,Books,Subcategory 1,389.91,201.93,Supplier_18,17,3.09,180.0,5,WH_C,48.21,157,0.4217039345532818,0.0004117431236432647,2.1586845349213717,uniform
SKU_0065,Product 65,Electronics,Subcategory 5,36.44,20.42,Supplier_9,5,2.76,180.0,20,WH_A,43.96,127,0.1322762111253304,0.000901692985008785,2.93181955066569,uniform
SKU_0066,Product 66,Books,Subcategory 3,279.94,132.22,Supplier_5,23,18.9,30.0,10,WH_A,52.77,95,0.9005723012363857,0.0007026547096102161,1.397043948098017,uniform
SKU_0067,Product 67,Automotive,Subcategory 1,477.26,229.37,Supplier_13,6,4.65,,5,WH_D,51.94,72,0.6912218576096544,0.0017124958913082027,2.8100638757425216,weekend_high
SKU_0068,Product 68,Food & Beverage,Subcategory 2,251.59,107.31,Supplier_3,29,6.22,,20,WH_A,57.35,198,0.6831838564454814,0.0008256628315872505,2.9846556032610865,weekend_high
SKU_0069,Product 69,Automotive,Subcategory 1,71.34,33.09,Supplier_15,25,15.13,180.0,5,WH_C,53.62,113,0.8225838759116739,0.000602580404370404,1.310730647230623,uniform
SKU_0070,Product 70,Toys,Subcategory 4,490.33,302.98,Supplier_18,4,12.77,60.0,10,WH_C,38.21,58,0.5296616786550811,0.000511213624204627,2.78923128444743,weekday_high
SKU_0071,Product 71,Automotive,Subcategory 1,392.91,266.38,Supplier_10,21,13.98,180.0,20,WH_B,32.2,80,0.8150544284024571,0.0009310693985836642,2.12894223679851,uniform
SKU_0072,Product 72,Office Supplies,Subcategory 1,132.83,78.37,Supplier_5,4,12.45,30.0,50,WH_B,41.0,10,0.49809075351100573,0.0015099424485022443,2.8317246950002444,weekday_high
SKU_0073,Product 73,Home & Garden,Subcategory 1,232.76,121.85,Supplier_16,13,2.86,90.0,20,WH_D,47.65,150,0.06717539991571009,0.0008460037259519688,2.2283740954552336,weekday_high
SKU_0074,Product 74,Home & Garden,Subcategory 3,335.44,162.21,Supplier_18,28,4.55,180.0,50,WH_B,51.64,188,0.40524808802768875,0.0011541379377013538,2.391801618191816,uniform
SKU_0075,Product 75,Toys,Subcategory 5,276.61,152.42,Supplier_5,11,7.18,365.0,5,WH_A,44.9,132,0.4974648939798906,0.0013446394172663126,2.1788020343953187,uniform
SKU_0076,Product 76,Automotive,Subcategory 2,400.71,264.67,Supplier_15,26,17.48,180.0,1,WH_B,33.95,193,0.7202025816322958,0.0008004202746968296,2.7560871845532273,uniform
SKU_0077,Product 77,Beauty,Subcategory 1,300.65,153.53,Supplier_20,17,10.78,365.0,5,WH_D,48.93,71,0.10657873012867436,0.000567042641637161,2.5210378541166634,weekend_high
SKU_0078,Product 78,Beauty,Subcategory 2,375.0,153.43,Supplier_14,29,5.12,60.0,10,WH_C,59.09,41,0.140018538660449,0.001691663444656124,2.138268561924747,weekday_high
SKU_0079,Product 79,Clothing,Subcategory 2,180.3,102.62,Supplier_19,17,2.19,180.0,20,WH_B,43.08,167,0.26368380263461644,0.0005437652100697304,2.7626894472927845,weekend_high
SKU_0080,Product 80,Electronics,Subcategory 2,269.99,160.55,Supplier_17,15,11.91,90.0,5,WH_C,40.53,38,0.2664983933708822,0.0006548571264389689,1.641513958059602,weekend_high
SKU_0081,Product 81,Clothing,Subcategory 4,270.87,139.13,Supplier_2,17,14.93,,20,WH_C,48.64,58,0.7321845784590624,0.001975853283354443,1.4832131874645467,uniform
SKU_0082,Product 82,Books,Subcategory 4,324.73,153.0,Supplier_2,29,7.19,180.0,50,WH_A,52.88,182,0.25073066056159776,-0.0004994061910602886,1.4887201895941298,weekend_high
SKU_0083,Product 83,Toys,Subcategory 5,80.67,33.52,Supplier_16,6,17.03,365.0,1,WH_C,58.45,39,0.6330980633574476,-3.631772605819383e-05,1.8012159817414282,uniform
SKU_0084,Product 84,Beauty,Subcategory 5,491.28,316.94,Supplier_6,4,11.56,60.0,20,WH_C,35.49,153,0.4942738501382714,0.0004599097247993144,1.6296420563418315,weekday_high
SKU_0085,Product 85,Electronics,Subcategory 3,411.33,259.49,Supplier_2,17,10.75,30.0,10,WH_A,36.91,177,0.5732943781794007,0.0018314747735631324,2.87416263091753,uniform
SKU_0086,Product 86,Toys,Subcategory 2,165.22,101.14,Supplier_19,22,10.2,,20,WH_C,38.78,28,0.8381069631782958,-0.00032492573563132246,1.3905013688914512,weekend_high
SKU_0087,Product 87,Toys,Subcategory 5,255.52,112.51,Supplier_4,15,10.7,,5,WH_D,55.97,27,0.4043815015490243,-0.00047628641592875484,2.4581833284712578,weekend_high
SKU_0088,Product 88,Food & Beverage,Subcategory 2,495.03,310.91,Supplier_13,10,16.22,,50,WH_A,37.19,10,0.7709113770642705,-0.00036829041005692853,1.5405987716130105,uniform
SKU_0089,Product 89,Beauty,Subcategory 3,177.69,120.81,Supplier_17,7,16.63,90.0,5,WH_B,32.01,87,0.42203605955068735,-0.00027864147346595464,2.7869468389866303,uniform
SKU_0090,Product 90,Automotive,Subcategory 2,94.71,60.09,Supplier_3,3,14.85,365.0,20,WH_D,36.55,124,0.35387137656124945,-0.00040600806698434783,2.930367518732833,weekend_high
SKU_0091,Product 91,Automotive,Subcategory 5,104.81,58.37,Supplier_3,23,3.81,60.0,10,WH_B,44.31,184,0.9586271773132206,0.0006994533171412619,2.0378460157859704,weekday_high
SKU_0092,Product 92,Sports,Subcategory 1,439.21,215.39,Supplier_18,10,9.09,365.0,10,WH_A,50.96,122,0.1843709206789632,0.0009518930180683193,2.782328664410637,weekday_high
SKU_0093,Product 93,Food & Beverage,Subcategory 1,119.95,56.22,Supplier_1,17,7.74,365.0,50,WH_D,53.13,123,0.09033696057760787,0.00017921742767251021,1.2092613073584866,uniform
SKU_0094,Product 94,Food & Beverage,Subcategory 3,218.61,145.07,Supplier_3,9,14.64,30.0,20,WH_C,33.64,175,0.7709859255354785,0.000495718459939089,2.6759044513345804,weekday_high
SKU_0095,Product 95,Electronics,Subcategory 4,372.02,231.84,Supplier_4,8,15.07,180.0,50,WH_C,37.68,188,0.06824970535409158,-0.0002707516622214247,1.6115252907448623,weekend_high
SKU_0096,Product 96,Sports,Subcategory 2,382.42,167.59,Supplier_10,3,2.15,180.0,20,WH_A,56.18,72,0.8370789907030294,0.0003409261595710551,2.835662356684862,uniform
SKU_0097,Product 97,Beauty,Subcategory 5,272.23,157.77,Supplier_15,6,14.47,30.0,10,WH_C,42.05,141,0.4371933963572435,0.0008062979790863078,1.202016200664197,weekend_high
SKU_0098,Product 98,Sports,Subcategory 4,359.51,210.13,Supplier_5,22,3.71,30.0,5,WH_B,41.55,138,0.915513677291914,0.0013306795179616128,2.2011271230715623,weekend_high
SKU_0099,Product 99,Office Supplies,Subcategory 5,73.86,31.81,Supplier_18,27,5.19,90.0,10,WH_D,56.93,17,0.7215328611219056,-0.000491634094892552,2.5619444468128822,weekday_high
SKU_0100,Product 100,Sports,Subcategory 5,461.64,195.36,Supplier_8,12,15.45,30.0,1,WH_B,57.68,166,0.6104046670079576,0.0006682769163441314,1.6656389952562343,uniform
