date,year,month,day,day_of_week,day_name,week_of_year,quarter,is_weekend,is_month_start,is_month_end,is_holiday,is_promotion,event_name,is_back_to_school,is_holiday_season
2022-05-10,2022,5,10,1,Tuesday,19,2,0,0,0,0,0,,,
2022-05-11,2022,5,11,2,Wednesday,19,2,0,0,0,0,0,,,
2022-05-12,2022,5,12,3,Thursday,19,2,0,0,0,0,0,,,
2022-05-13,2022,5,13,4,Friday,19,2,0,0,0,0,0,,,
2022-05-14,2022,5,14,5,Saturday,19,2,1,0,0,0,0,,,
2022-05-15,2022,5,15,6,Sunday,19,2,1,0,0,0,0,,,
2022-05-16,2022,5,16,0,Monday,20,2,0,0,0,0,0,,,
2022-05-17,2022,5,17,1,Tuesday,20,2,0,0,0,0,0,,,
2022-05-18,2022,5,18,2,Wednesday,20,2,0,0,0,0,0,,,
2022-05-19,2022,5,19,3,Thursday,20,2,0,0,0,0,0,,,
2022-05-20,2022,5,20,4,Friday,20,2,0,0,0,0,0,,,
2022-05-21,2022,5,21,5,Saturday,20,2,1,0,0,0,0,,,
2022-05-22,2022,5,22,6,Sunday,20,2,1,0,0,0,0,,,
2022-05-23,2022,5,23,0,Monday,21,2,0,0,0,0,0,,,
2022-05-24,2022,5,24,1,Tuesday,21,2,0,0,0,0,0,,,
2022-05-25,2022,5,25,2,Wednesday,21,2,0,0,0,0,0,,,
2022-05-26,2022,5,26,3,Thursday,21,2,0,0,0,0,0,,,
2022-05-27,2022,5,27,4,Friday,21,2,0,0,0,0,0,,,
2022-05-28,2022,5,28,5,Saturday,21,2,1,0,0,0,0,,,
2022-05-29,2022,5,29,6,Sunday,21,2,1,0,0,1,0,Memorial Day,,
2022-05-30,2022,5,30,0,Monday,22,2,0,0,0,1,0,Memorial Day,,
2022-05-31,2022,5,31,1,Tuesday,22,2,0,0,1,1,0,Memorial Day,,
2022-06-01,2022,6,1,2,Wednesday,22,2,0,1,0,0,0,,,
2022-06-02,2022,6,2,3,Thursday,22,2,0,0,0,0,0,,,
2022-06-03,2022,6,3,4,Friday,22,2,0,0,0,0,0,,,
2022-06-04,2022,6,4,5,Saturday,22,2,1,0,0,0,0,,,
2022-06-05,2022,6,5,6,Sunday,22,2,1,0,0,0,0,,,
2022-06-06,2022,6,6,0,Monday,23,2,0,0,0,0,0,,,
2022-06-07,2022,6,7,1,Tuesday,23,2,0,0,0,0,0,,,
2022-06-08,2022,6,8,2,Wednesday,23,2,0,0,0,0,0,,,
2022-06-09,2022,6,9,3,Thursday,23,2,0,0,0,0,0,,,
2022-06-10,2022,6,10,4,Friday,23,2,0,0,0,0,0,,,
2022-06-11,2022,6,11,5,Saturday,23,2,1,0,0,0,0,,,
2022-06-12,2022,6,12,6,Sunday,23,2,1,0,0,0,0,,,
2022-06-13,2022,6,13,0,Monday,24,2,0,0,0,0,0,,,
2022-06-14,2022,6,14,1,Tuesday,24,2,0,0,0,0,0,,,
2022-06-15,2022,6,15,2,Wednesday,24,2,0,0,0,0,0,,,
2022-06-16,2022,6,16,3,Thursday,24,2,0,0,0,0,0,,,
2022-06-17,2022,6,17,4,Friday,24,2,0,0,0,0,0,,,
2022-06-18,2022,6,18,5,Saturday,24,2,1,0,0,0,0,,,
2022-06-19,2022,6,19,6,Sunday,24,2,1,0,0,0,0,,,
2022-06-20,2022,6,20,0,Monday,25,2,0,0,0,0,0,,,
2022-06-21,2022,6,21,1,Tuesday,25,2,0,0,0,0,0,,,
2022-06-22,2022,6,22,2,Wednesday,25,2,0,0,0,0,0,,,
2022-06-23,2022,6,23,3,Thursday,25,2,0,0,0,0,0,,,
2022-06-24,2022,6,24,4,Friday,25,2,0,0,0,0,0,,,
2022-06-25,2022,6,25,5,Saturday,25,2,1,0,0,0,0,,,
2022-06-26,2022,6,26,6,Sunday,25,2,1,0,0,0,0,,,
2022-06-27,2022,6,27,0,Monday,26,2,0,0,0,0,1,,,
2022-06-28,2022,6,28,1,Tuesday,26,2,0,0,0,0,1,,,
2022-06-29,2022,6,29,2,Wednesday,26,2,0,0,0,0,1,,,
2022-06-30,2022,6,30,3,Thursday,26,2,0,0,1,0,1,,,
2022-07-01,2022,7,1,4,Friday,26,3,0,1,0,0,1,,,
2022-07-02,2022,7,2,5,Saturday,26,3,1,0,0,0,1,,,
2022-07-03,2022,7,3,6,Sunday,26,3,1,0,0,0,1,,,
2022-07-04,2022,7,4,0,Monday,27,3,0,0,0,1,0,Independence Day,,
2022-07-05,2022,7,5,1,Tuesday,27,3,0,0,0,0,0,,,
2022-07-06,2022,7,6,2,Wednesday,27,3,0,0,0,0,0,,,
2022-07-07,2022,7,7,3,Thursday,27,3,0,0,0,0,0,,,
2022-07-08,2022,7,8,4,Friday,27,3,0,0,0,0,0,,,
2022-07-09,2022,7,9,5,Saturday,27,3,1,0,0,0,0,,,
2022-07-10,2022,7,10,6,Sunday,27,3,1,0,0,0,0,,,
2022-07-11,2022,7,11,0,Monday,28,3,0,0,0,0,0,,,
2022-07-12,2022,7,12,1,Tuesday,28,3,0,0,0,0,0,,,
2022-07-13,2022,7,13,2,Wednesday,28,3,0,0,0,0,0,,,
2022-07-14,2022,7,14,3,Thursday,28,3,0,0,0,0,0,,,
2022-07-15,2022,7,15,4,Friday,28,3,0,0,0,0,0,,,
2022-07-16,2022,7,16,5,Saturday,28,3,1,0,0,0,0,,,
2022-07-17,2022,7,17,6,Sunday,28,3,1,0,0,0,0,,,
2022-07-18,2022,7,18,0,Monday,29,3,0,0,0,0,0,,,
2022-07-19,2022,7,19,1,Tuesday,29,3,0,0,0,0,0,,,
2022-07-20,2022,7,20,2,Wednesday,29,3,0,0,0,0,0,,,
2022-07-21,2022,7,21,3,Thursday,29,3,0,0,0,0,0,,,
2022-07-22,2022,7,22,4,Friday,29,3,0,0,0,0,0,,,
2022-07-23,2022,7,23,5,Saturday,29,3,1,0,0,0,0,,,
2022-07-24,2022,7,24,6,Sunday,29,3,1,0,0,0,0,,,
2022-07-25,2022,7,25,0,Monday,30,3,0,0,0,0,0,,,
2022-07-26,2022,7,26,1,Tuesday,30,3,0,0,0,0,0,,,
2022-07-27,2022,7,27,2,Wednesday,30,3,0,0,0,0,0,,,
2022-07-28,2022,7,28,3,Thursday,30,3,0,0,0,0,0,,,
2022-07-29,2022,7,29,4,Friday,30,3,0,0,0,0,0,,,
2022-07-30,2022,7,30,5,Saturday,30,3,1,0,0,0,0,,,
2022-07-31,2022,7,31,6,Sunday,30,3,1,0,1,0,0,,,
2022-08-01,2022,8,1,0,Monday,31,3,0,1,0,0,0,,1.0,
2022-08-02,2022,8,2,1,Tuesday,31,3,0,0,0,0,0,,1.0,
2022-08-03,2022,8,3,2,Wednesday,31,3,0,0,0,0,0,,1.0,
2022-08-04,2022,8,4,3,Thursday,31,3,0,0,0,0,0,,1.0,
2022-08-05,2022,8,5,4,Friday,31,3,0,0,0,0,0,,1.0,
2022-08-06,2022,8,6,5,Saturday,31,3,1,0,0,0,0,,1.0,
2022-08-07,2022,8,7,6,Sunday,31,3,1,0,0,0,0,,1.0,
2022-08-08,2022,8,8,0,Monday,32,3,0,0,0,0,1,,1.0,
2022-08-09,2022,8,9,1,Tuesday,32,3,0,0,0,0,1,,1.0,
2022-08-10,2022,8,10,2,Wednesday,32,3,0,0,0,0,1,,1.0,
2022-08-11,2022,8,11,3,Thursday,32,3,0,0,0,0,1,,1.0,
2022-08-12,2022,8,12,4,Friday,32,3,0,0,0,0,1,,1.0,
2022-08-13,2022,8,13,5,Saturday,32,3,1,0,0,0,1,,1.0,
2022-08-14,2022,8,14,6,Sunday,32,3,1,0,0,0,1,,1.0,
2022-08-15,2022,8,15,0,Monday,33,3,0,0,0,0,1,,1.0,
2022-08-16,2022,8,16,1,Tuesday,33,3,0,0,0,0,1,,1.0,
2022-08-17,2022,8,17,2,Wednesday,33,3,0,0,0,0,1,,1.0,
2022-08-18,2022,8,18,3,Thursday,33,3,0,0,0,0,1,,1.0,
2022-08-19,2022,8,19,4,Friday,33,3,0,0,0,0,1,,1.0,
2022-08-20,2022,8,20,5,Saturday,33,3,1,0,0,0,1,,1.0,
2022-08-21,2022,8,21,6,Sunday,33,3,1,0,0,0,1,,1.0,
2022-08-22,2022,8,22,0,Monday,34,3,0,0,0,0,0,,1.0,
2022-08-23,2022,8,23,1,Tuesday,34,3,0,0,0,0,0,,1.0,
2022-08-24,2022,8,24,2,Wednesday,34,3,0,0,0,0,0,,1.0,
2022-08-25,2022,8,25,3,Thursday,34,3,0,0,0,0,0,,1.0,
2022-08-26,2022,8,26,4,Friday,34,3,0,0,0,0,0,,1.0,
2022-08-27,2022,8,27,5,Saturday,34,3,1,0,0,0,0,,1.0,
2022-08-28,2022,8,28,6,Sunday,34,3,1,0,0,0,0,,1.0,
2022-08-29,2022,8,29,0,Monday,35,3,0,0,0,0,1,,1.0,
2022-08-30,2022,8,30,1,Tuesday,35,3,0,0,0,0,1,,1.0,
2022-08-31,2022,8,31,2,Wednesday,35,3,0,0,1,0,1,,1.0,
2022-09-01,2022,9,1,3,Thursday,35,3,0,1,0,0,1,,1.0,
2022-09-02,2022,9,2,4,Friday,35,3,0,0,0,0,1,,1.0,
2022-09-03,2022,9,3,5,Saturday,35,3,1,0,0,0,1,,1.0,
2022-09-04,2022,9,4,6,Sunday,35,3,1,0,0,1,1,Labor Day,1.0,
2022-09-05,2022,9,5,0,Monday,36,3,0,0,0,1,1,Labor Day,1.0,
2022-09-06,2022,9,6,1,Tuesday,36,3,0,0,0,1,1,Labor Day,1.0,
2022-09-07,2022,9,7,2,Wednesday,36,3,0,0,0,0,1,,1.0,
2022-09-08,2022,9,8,3,Thursday,36,3,0,0,0,0,1,,1.0,
2022-09-09,2022,9,9,4,Friday,36,3,0,0,0,0,1,,1.0,
2022-09-10,2022,9,10,5,Saturday,36,3,1,0,0,0,1,,1.0,
2022-09-11,2022,9,11,6,Sunday,36,3,1,0,0,0,1,,1.0,
2022-09-12,2022,9,12,0,Monday,37,3,0,0,0,0,0,,1.0,
2022-09-13,2022,9,13,1,Tuesday,37,3,0,0,0,0,0,,1.0,
2022-09-14,2022,9,14,2,Wednesday,37,3,0,0,0,0,0,,1.0,
2022-09-15,2022,9,15,3,Thursday,37,3,0,0,0,0,0,,1.0,
2022-09-16,2022,9,16,4,Friday,37,3,0,0,0,0,0,,1.0,
2022-09-17,2022,9,17,5,Saturday,37,3,1,0,0,0,0,,1.0,
2022-09-18,2022,9,18,6,Sunday,37,3,1,0,0,0,0,,1.0,
2022-09-19,2022,9,19,0,Monday,38,3,0,0,0,0,1,,1.0,
2022-09-20,2022,9,20,1,Tuesday,38,3,0,0,0,0,1,,1.0,
2022-09-21,2022,9,21,2,Wednesday,38,3,0,0,0,0,1,,1.0,
2022-09-22,2022,9,22,3,Thursday,38,3,0,0,0,0,1,,1.0,
2022-09-23,2022,9,23,4,Friday,38,3,0,0,0,0,1,,1.0,
2022-09-24,2022,9,24,5,Saturday,38,3,1,0,0,0,1,,1.0,
2022-09-25,2022,9,25,6,Sunday,38,3,1,0,0,0,1,,1.0,
2022-09-26,2022,9,26,0,Monday,39,3,0,0,0,0,1,,1.0,
2022-09-27,2022,9,27,1,Tuesday,39,3,0,0,0,0,1,,1.0,
2022-09-28,2022,9,28,2,Wednesday,39,3,0,0,0,0,1,,1.0,
2022-09-29,2022,9,29,3,Thursday,39,3,0,0,0,0,1,,1.0,
2022-09-30,2022,9,30,4,Friday,39,3,0,0,1,0,1,,1.0,
2022-10-01,2022,10,1,5,Saturday,39,4,1,1,0,0,1,,,
2022-10-02,2022,10,2,6,Sunday,39,4,1,0,0,0,1,,,
2022-10-03,2022,10,3,0,Monday,40,4,0,0,0,0,1,,,
2022-10-04,2022,10,4,1,Tuesday,40,4,0,0,0,0,1,,,
2022-10-05,2022,10,5,2,Wednesday,40,4,0,0,0,0,1,,,
2022-10-06,2022,10,6,3,Thursday,40,4,0,0,0,0,1,,,
2022-10-07,2022,10,7,4,Friday,40,4,0,0,0,0,1,,,
2022-10-08,2022,10,8,5,Saturday,40,4,1,0,0,0,1,,,
2022-10-09,2022,10,9,6,Sunday,40,4,1,0,0,0,1,,,
2022-10-10,2022,10,10,0,Monday,41,4,0,0,0,0,0,,,
2022-10-11,2022,10,11,1,Tuesday,41,4,0,0,0,0,0,,,
2022-10-12,2022,10,12,2,Wednesday,41,4,0,0,0,0,0,,,
2022-10-13,2022,10,13,3,Thursday,41,4,0,0,0,0,0,,,
2022-10-14,2022,10,14,4,Friday,41,4,0,0,0,0,0,,,
2022-10-15,2022,10,15,5,Saturday,41,4,1,0,0,0,0,,,
2022-10-16,2022,10,16,6,Sunday,41,4,1,0,0,0,0,,,
2022-10-17,2022,10,17,0,Monday,42,4,0,0,0,0,0,,,
2022-10-18,2022,10,18,1,Tuesday,42,4,0,0,0,0,0,,,
2022-10-19,2022,10,19,2,Wednesday,42,4,0,0,0,0,0,,,
2022-10-20,2022,10,20,3,Thursday,42,4,0,0,0,0,0,,,
2022-10-21,2022,10,21,4,Friday,42,4,0,0,0,0,0,,,
2022-10-22,2022,10,22,5,Saturday,42,4,1,0,0,0,0,,,
2022-10-23,2022,10,23,6,Sunday,42,4,1,0,0,0,0,,,
2022-10-24,2022,10,24,0,Monday,43,4,0,0,0,0,1,,,
2022-10-25,2022,10,25,1,Tuesday,43,4,0,0,0,0,1,,,
2022-10-26,2022,10,26,2,Wednesday,43,4,0,0,0,0,1,,,
2022-10-27,2022,10,27,3,Thursday,43,4,0,0,0,0,1,,,
2022-10-28,2022,10,28,4,Friday,43,4,0,0,0,0,1,,,
2022-10-29,2022,10,29,5,Saturday,43,4,1,0,0,0,1,,,
2022-10-30,2022,10,30,6,Sunday,43,4,1,0,0,0,1,,,
2022-10-31,2022,10,31,0,Monday,44,4,0,0,1,1,0,Halloween,,
2022-11-01,2022,11,1,1,Tuesday,44,4,0,1,0,0,0,,,1.0
2022-11-02,2022,11,2,2,Wednesday,44,4,0,0,0,0,0,,,1.0
2022-11-03,2022,11,3,3,Thursday,44,4,0,0,0,0,0,,,1.0
2022-11-04,2022,11,4,4,Friday,44,4,0,0,0,0,0,,,1.0
2022-11-05,2022,11,5,5,Saturday,44,4,1,0,0,0,0,,,1.0
2022-11-06,2022,11,6,6,Sunday,44,4,1,0,0,0,0,,,1.0
2022-11-07,2022,11,7,0,Monday,45,4,0,0,0,0,0,,,1.0
2022-11-08,2022,11,8,1,Tuesday,45,4,0,0,0,0,0,,,1.0
2022-11-09,2022,11,9,2,Wednesday,45,4,0,0,0,0,0,,,1.0
2022-11-10,2022,11,10,3,Thursday,45,4,0,0,0,0,0,,,1.0
2022-11-11,2022,11,11,4,Friday,45,4,0,0,0,0,0,,,1.0
2022-11-12,2022,11,12,5,Saturday,45,4,1,0,0,0,0,,,1.0
2022-11-13,2022,11,13,6,Sunday,45,4,1,0,0,0,0,,,1.0
2022-11-14,2022,11,14,0,Monday,46,4,0,0,0,0,0,,,1.0
2022-11-15,2022,11,15,1,Tuesday,46,4,0,0,0,0,0,,,1.0
2022-11-16,2022,11,16,2,Wednesday,46,4,0,0,0,0,0,,,1.0
2022-11-17,2022,11,17,3,Thursday,46,4,0,0,0,0,0,,,1.0
2022-11-18,2022,11,18,4,Friday,46,4,0,0,0,0,0,,,1.0
2022-11-19,2022,11,19,5,Saturday,46,4,1,0,0,0,0,,,1.0
2022-11-20,2022,11,20,6,Sunday,46,4,1,0,0,0,0,,,1.0
2022-11-21,2022,11,21,0,Monday,47,4,0,0,0,0,0,,,1.0
2022-11-22,2022,11,22,1,Tuesday,47,4,0,0,0,0,0,,,1.0
2022-11-23,2022,11,23,2,Wednesday,47,4,0,0,0,1,0,Thanksgiving,,1.0
2022-11-24,2022,11,24,3,Thursday,47,4,0,0,0,1,0,Black Friday,,1.0
2022-11-25,2022,11,25,4,Friday,47,4,0,0,0,1,0,Black Friday,,1.0
2022-11-26,2022,11,26,5,Saturday,47,4,1,0,0,0,0,,,1.0
2022-11-27,2022,11,27,6,Sunday,47,4,1,0,0,1,0,Cyber Monday,,1.0
2022-11-28,2022,11,28,0,Monday,48,4,0,0,0,1,0,Cyber Monday,,1.0
2022-11-29,2022,11,29,1,Tuesday,48,4,0,0,0,0,0,,,1.0
2022-11-30,2022,11,30,2,Wednesday,48,4,0,0,1,0,0,,,1.0
2022-12-01,2022,12,1,3,Thursday,48,4,0,1,0,0,0,,,1.0
2022-12-02,2022,12,2,4,Friday,48,4,0,0,0,0,0,,,1.0
2022-12-03,2022,12,3,5,Saturday,48,4,1,0,0,0,0,,,1.0
2022-12-04,2022,12,4,6,Sunday,48,4,1,0,0,0,0,,,1.0
2022-12-05,2022,12,5,0,Monday,49,4,0,0,0,0,0,,,1.0
2022-12-06,2022,12,6,1,Tuesday,49,4,0,0,0,0,0,,,1.0
2022-12-07,2022,12,7,2,Wednesday,49,4,0,0,0,0,0,,,1.0
2022-12-08,2022,12,8,3,Thursday,49,4,0,0,0,0,0,,,1.0
2022-12-09,2022,12,9,4,Friday,49,4,0,0,0,0,0,,,1.0
2022-12-10,2022,12,10,5,Saturday,49,4,1,0,0,0,0,,,1.0
2022-12-11,2022,12,11,6,Sunday,49,4,1,0,0,0,0,,,1.0
2022-12-12,2022,12,12,0,Monday,50,4,0,0,0,0,0,,,1.0
2022-12-13,2022,12,13,1,Tuesday,50,4,0,0,0,0,0,,,1.0
2022-12-14,2022,12,14,2,Wednesday,50,4,0,0,0,0,0,,,1.0
2022-12-15,2022,12,15,3,Thursday,50,4,0,0,0,0,0,,,1.0
2022-12-16,2022,12,16,4,Friday,50,4,0,0,0,0,0,,,1.0
2022-12-17,2022,12,17,5,Saturday,50,4,1,0,0,0,0,,,1.0
2022-12-18,2022,12,18,6,Sunday,50,4,1,0,0,0,0,,,1.0
2022-12-19,2022,12,19,0,Monday,51,4,0,0,0,0,0,,,1.0
